"","iso3c","country","date","confirmed","deaths","recovered","ecdc_cases","ecdc_deaths","total_tests","tests_units","soc_dist","mov_rest","pub_health","gov_soc_econ","lockdown","apple_mtr_driving","apple_mtr_walking","apple_mtr_transit","gcmr_retail_recreation","gcmr_grocery_pharmacy","gcmr_parks","gcmr_transit_stations","gcmr_workplaces","gcmr_residential","gtrends_score","gtrends_country_score","population","land_area_skm","pop_density","pop_largest_city","life_expectancy","gdp_capita","timestamp","death_by_ncd","death_by_cvd_ca_dm_30_70","diabetes_20_79","pop_0_14_2018","pop_15_64_2018","pop_65_over_2018","tourist_arrivals","lat","lng","active","confirmed_logratio","confirmed_per_100k","deaths_per_100k","mortality_rate","recovery_rate","new_cases","ave_new_cases","region_1","region_2","region_3","region_4","region_5","region_6","region_7","region","income_1","income_2","income_3","income_4","income","economy","oecs"
"329","BRB","Barbados",2020-05-10,84,7,57,84,7,NA,NA,13,7,85,17,4,NA,NA,NA,-64,-47,-51,-77,-46,14,NA,NA,286641,430,666.606976744186,NA,79.081,16018.0411266686,2020-06-03 10:04:21,82.8,16.2,13.4,17.34,66.8543578901832,15.8026939621338,680000,13.0935,-59.6105,20,0,29.304949396632,2.442079116386,8.33333333333333,67.8571428571429,0,0.285714285714286,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","Non-OECS Member State"
"330","BRB","Barbados",2020-05-11,84,7,57,84,7,NA,NA,13,7,85,17,4,NA,NA,NA,-58,-43,-43,-64,-52,25,NA,NA,286641,430,666.606976744186,NA,79.081,16018.0411266686,2020-06-03 10:04:21,82.8,16.2,13.4,17.34,66.8543578901832,15.8026939621338,680000,13.0935,-59.6105,20,0,29.304949396632,2.442079116386,8.33333333333333,67.8571428571429,0,0.285714285714286,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","Non-OECS Member State"
"331","BRB","Barbados",2020-05-12,85,7,57,84,7,NA,NA,13,7,85,17,4,NA,NA,NA,-60,-43,-42,-59,-52,25,NA,NA,286641,430,666.606976744186,NA,79.081,16018.0411266686,2020-06-03 10:04:21,82.8,16.2,13.4,17.34,66.8543578901832,15.8026939621338,680000,13.0935,-59.6105,21,0.0118344576470033,29.65381784183,2.442079116386,8.23529411764706,67.0588235294118,1,0.428571428571429,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","Non-OECS Member State"
"332","BRB","Barbados",2020-05-13,85,7,65,85,7,NA,NA,13,7,85,17,4,NA,NA,NA,-55,-34,-42,-62,-52,24,NA,NA,286641,430,666.606976744186,NA,79.081,16018.0411266686,2020-06-03 10:04:21,82.8,16.2,13.4,17.34,66.8543578901832,15.8026939621338,680000,13.0935,-59.6105,13,0,29.65381784183,2.442079116386,8.23529411764706,76.4705882352941,0,0.428571428571429,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","Non-OECS Member State"
"333","BRB","Barbados",2020-05-14,85,7,65,85,7,NA,NA,13,7,85,17,4,NA,NA,NA,-57,-36,-45,-66,-54,24,NA,NA,286641,430,666.606976744186,NA,79.081,16018.0411266686,2020-06-03 10:04:21,82.8,16.2,13.4,17.34,66.8543578901832,15.8026939621338,680000,13.0935,-59.6105,13,0,29.65381784183,2.442079116386,8.23529411764706,76.4705882352941,0,0.428571428571429,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","Non-OECS Member State"
"334","BRB","Barbados",2020-05-15,85,7,65,85,7,NA,NA,13,7,85,17,4,NA,NA,NA,-58,-36,-43,-64,-50,27,NA,NA,286641,430,666.606976744186,NA,79.081,16018.0411266686,2020-06-03 10:04:21,82.8,16.2,13.4,17.34,66.8543578901832,15.8026939621338,680000,13.0935,-59.6105,13,0,29.65381784183,2.442079116386,8.23529411764706,76.4705882352941,0,0.285714285714286,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","Non-OECS Member State"
"335","BRB","Barbados",2020-05-16,86,7,67,85,7,NA,NA,13,7,85,17,4,NA,NA,NA,-59,-37,-43,-67,-43,18,NA,NA,286641,430,666.606976744186,NA,79.081,16018.0411266686,2020-06-03 10:04:21,82.8,16.2,13.4,17.34,66.8543578901832,15.8026939621338,680000,13.0935,-59.6105,12,0.0116960397631907,30.002686287028,2.442079116386,8.13953488372093,77.9069767441861,1,0.285714285714286,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","Non-OECS Member State"
"336","BRB","Barbados",2020-05-17,88,7,68,86,7,NA,NA,13,7,85,17,4,NA,NA,NA,-64,-47,-49,-79,-45,14,NA,NA,286641,430,666.606976744186,NA,79.081,16018.0411266686,2020-06-03 10:04:21,82.8,16.2,13.4,17.34,66.8543578901832,15.8026939621338,680000,13.0935,-59.6105,13,0.0229895182246995,30.700423177424,2.442079116386,7.95454545454545,77.2727272727273,2,0.571428571428571,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","Non-OECS Member State"
"337","BRB","Barbados",2020-05-18,88,7,68,88,7,NA,NA,12,7,85,17,3,NA,NA,NA,-47,-38,-36,-63,-46,23,NA,NA,286641,430,666.606976744186,NA,79.081,16018.0411266686,2020-06-03 10:04:21,82.8,16.2,13.4,17.34,66.8543578901832,15.8026939621338,680000,13.0935,-59.6105,13,0,30.700423177424,2.442079116386,7.95454545454545,77.2727272727273,0,0.571428571428571,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","Non-OECS Member State"
"338","BRB","Barbados",2020-05-19,90,7,68,88,7,NA,NA,12,7,85,17,3,NA,NA,NA,-49,-39,-38,-61,-47,23,NA,NA,286641,430,666.606976744186,NA,79.081,16018.0411266686,2020-06-03 10:04:21,82.8,16.2,13.4,17.34,66.8543578901832,15.8026939621338,680000,13.0935,-59.6105,15,0.0224728558520582,31.39816006782,2.442079116386,7.77777777777778,75.5555555555556,2,0.714285714285714,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","Non-OECS Member State"
"339","BRB","Barbados",2020-05-20,90,7,70,90,7,NA,NA,12,7,85,17,3,NA,NA,NA,-50,-33,-46,-61,-48,23,NA,NA,286641,430,666.606976744186,NA,79.081,16018.0411266686,2020-06-03 10:04:21,82.8,16.2,13.4,17.34,66.8543578901832,15.8026939621338,680000,13.0935,-59.6105,13,0,31.39816006782,2.442079116386,7.77777777777778,77.7777777777778,0,0.714285714285714,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","Non-OECS Member State"
"340","BRB","Barbados",2020-05-21,90,7,70,90,7,NA,NA,12,7,86,17,3,NA,NA,NA,-48,-32,-37,-60,-48,24,NA,NA,286641,430,666.606976744186,NA,79.081,16018.0411266686,2020-06-03 10:04:21,82.8,16.2,13.4,17.34,66.8543578901832,15.8026939621338,680000,13.0935,-59.6105,13,0,31.39816006782,2.442079116386,7.77777777777778,77.7777777777778,0,0.714285714285714,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","Non-OECS Member State"
"341","BRB","Barbados",2020-05-22,90,7,70,90,7,NA,NA,12,7,86,18,3,NA,NA,NA,-47,-30,-33,-59,-45,24,NA,NA,286641,430,666.606976744186,NA,79.081,16018.0411266686,2020-06-03 10:04:21,82.8,16.2,13.4,17.34,66.8543578901832,15.8026939621338,680000,13.0935,-59.6105,13,0,31.39816006782,2.442079116386,7.77777777777778,77.7777777777778,0,0.714285714285714,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","Non-OECS Member State"
"342","BRB","Barbados",2020-05-23,92,7,70,90,7,NA,NA,12,7,86,18,3,NA,NA,NA,-45,-29,-33,-63,-36,16,NA,NA,286641,430,666.606976744186,NA,79.081,16018.0411266686,2020-06-03 10:04:21,82.8,16.2,13.4,17.34,66.8543578901832,15.8026939621338,680000,13.0935,-59.6105,15,0.0219789067187754,32.095896958216,2.442079116386,7.60869565217391,76.0869565217391,2,0.857142857142857,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","Non-OECS Member State"
"343","BRB","Barbados",2020-05-24,92,7,70,92,7,NA,NA,12,7,86,18,3,NA,NA,NA,-54,-39,-40,-69,-39,13,NA,NA,286641,430,666.606976744186,NA,79.081,16018.0411266686,2020-06-03 10:04:21,82.8,16.2,13.4,17.34,66.8543578901832,15.8026939621338,680000,13.0935,-59.6105,15,0,32.095896958216,2.442079116386,7.60869565217391,76.0869565217391,0,0.571428571428571,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","Non-OECS Member State"
"344","BRB","Barbados",2020-05-25,92,7,71,92,7,NA,NA,12,7,86,18,3,NA,NA,NA,-43,-32,-30,-59,-45,22,NA,NA,286641,430,666.606976744186,NA,79.081,16018.0411266686,2020-06-03 10:04:21,82.8,16.2,13.4,17.34,66.8543578901832,15.8026939621338,680000,13.0935,-59.6105,14,0,32.095896958216,2.442079116386,7.60869565217391,77.1739130434783,0,0.571428571428571,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","Non-OECS Member State"
"345","BRB","Barbados",2020-05-26,92,7,71,92,7,NA,NA,12,7,86,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286641,430,666.606976744186,NA,79.081,16018.0411266686,2020-06-03 10:04:21,82.8,16.2,13.4,17.34,66.8543578901832,15.8026939621338,680000,13.0935,-59.6105,14,0,32.095896958216,2.442079116386,7.60869565217391,77.1739130434783,0,0.285714285714286,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","Non-OECS Member State"
"346","BRB","Barbados",2020-05-27,92,7,76,92,7,NA,NA,12,7,86,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286641,430,666.606976744186,NA,79.081,16018.0411266686,2020-06-03 10:04:21,82.8,16.2,13.4,17.34,66.8543578901832,15.8026939621338,680000,13.0935,-59.6105,9,0,32.095896958216,2.442079116386,7.60869565217391,82.6086956521739,0,0.285714285714286,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","Non-OECS Member State"
"347","BRB","Barbados",2020-05-28,92,7,76,92,7,NA,NA,12,7,86,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286641,430,666.606976744186,NA,79.081,16018.0411266686,2020-06-03 10:04:21,82.8,16.2,13.4,17.34,66.8543578901832,15.8026939621338,680000,13.0935,-59.6105,9,0,32.095896958216,2.442079116386,7.60869565217391,82.6086956521739,0,0.285714285714286,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","Non-OECS Member State"
"348","BRB","Barbados",2020-05-29,92,7,76,92,7,NA,NA,12,7,86,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286641,430,666.606976744186,NA,79.081,16018.0411266686,2020-06-03 10:04:21,82.8,16.2,13.4,17.34,66.8543578901832,15.8026939621338,680000,13.0935,-59.6105,9,0,32.095896958216,2.442079116386,7.60869565217391,82.6086956521739,0,0.285714285714286,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","Non-OECS Member State"
"349","BRB","Barbados",2020-05-30,92,7,76,92,7,NA,NA,12,7,86,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286641,430,666.606976744186,NA,79.081,16018.0411266686,2020-06-03 10:04:21,82.8,16.2,13.4,17.34,66.8543578901832,15.8026939621338,680000,13.0935,-59.6105,9,0,32.095896958216,2.442079116386,7.60869565217391,82.6086956521739,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","Non-OECS Member State"
"350","BRB","Barbados",2020-05-31,92,7,76,92,7,NA,NA,12,7,86,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286641,430,666.606976744186,NA,79.081,16018.0411266686,2020-06-03 10:04:21,82.8,16.2,13.4,17.34,66.8543578901832,15.8026939621338,680000,13.0935,-59.6105,9,0,32.095896958216,2.442079116386,7.60869565217391,82.6086956521739,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","Non-OECS Member State"
"351","BRB","Barbados",2020-06-01,92,7,76,92,7,NA,NA,12,7,86,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286641,430,666.606976744186,NA,79.081,16018.0411266686,2020-06-03 10:04:21,82.8,16.2,13.4,17.34,66.8543578901832,15.8026939621338,680000,13.0935,-59.6105,9,0,32.095896958216,2.442079116386,7.60869565217391,82.6086956521739,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","Non-OECS Member State"
"352","BRB","Barbados",2020-06-02,92,7,76,92,7,NA,NA,12,7,86,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286641,430,666.606976744186,NA,79.081,16018.0411266686,2020-06-03 10:04:21,82.8,16.2,13.4,17.34,66.8543578901832,15.8026939621338,680000,13.0935,-59.6105,9,0,32.095896958216,2.442079116386,7.60869565217391,82.6086956521739,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","Non-OECS Member State"
"353","DMA","Dominica",2020-03-07,0,0,0,NA,NA,NA,NA,0,1,6,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,0,NA,0,0,NA,NA,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"354","DMA","Dominica",2020-03-08,0,0,0,NA,NA,NA,NA,0,1,6,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,0,NA,0,0,NA,NA,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"355","DMA","Dominica",2020-03-09,0,0,0,NA,NA,NA,NA,0,1,6,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,0,NA,0,0,NA,NA,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"356","DMA","Dominica",2020-03-10,0,0,0,NA,NA,NA,NA,0,1,6,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,0,NA,0,0,NA,NA,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"357","DMA","Dominica",2020-03-11,0,0,0,NA,NA,NA,NA,0,1,6,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,0,NA,0,0,NA,NA,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"358","DMA","Dominica",2020-03-12,0,0,0,NA,NA,NA,NA,0,1,6,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,0,NA,0,0,NA,NA,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"359","DMA","Dominica",2020-03-13,0,0,0,NA,NA,NA,NA,0,1,7,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,0,NA,0,0,NA,NA,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"360","DMA","Dominica",2020-03-14,0,0,0,NA,NA,NA,NA,0,1,7,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,0,NA,0,0,NA,NA,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"361","DMA","Dominica",2020-03-15,0,0,0,NA,NA,NA,NA,0,1,7,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,0,NA,0,0,NA,NA,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"362","DMA","Dominica",2020-03-16,0,0,0,NA,NA,NA,NA,0,1,7,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,0,NA,0,0,NA,NA,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"363","DMA","Dominica",2020-03-17,0,0,0,NA,NA,NA,NA,0,1,7,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,0,NA,0,0,NA,NA,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"364","DMA","Dominica",2020-03-18,0,0,0,NA,NA,NA,NA,0,1,7,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,0,NA,0,0,NA,NA,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"365","DMA","Dominica",2020-03-19,0,0,0,NA,NA,NA,NA,0,1,7,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,0,NA,0,0,NA,NA,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"366","DMA","Dominica",2020-03-20,0,0,0,NA,NA,NA,NA,0,1,8,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,0,NA,0,0,NA,NA,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"367","DMA","Dominica",2020-03-21,0,0,0,NA,NA,NA,NA,0,1,8,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,0,NA,0,0,NA,NA,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"368","DMA","Dominica",2020-03-22,1,0,0,NA,NA,NA,NA,0,1,8,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,1,Inf,1.39616055846422,0,0,0,1,0.142857142857143,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"369","DMA","Dominica",2020-03-23,2,0,0,1,0,NA,NA,0,1,8,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,2,0.693147180559945,2.79232111692845,0,0,0,1,0.285714285714286,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"370","DMA","Dominica",2020-03-24,2,0,0,1,0,NA,NA,0,1,8,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,2,0,2.79232111692845,0,0,0,0,0.285714285714286,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"371","DMA","Dominica",2020-03-25,7,0,0,2,0,NA,NA,0,2,9,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,7,1.25276296849537,9.77312390924956,0,0,0,5,1,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"372","DMA","Dominica",2020-03-26,11,0,0,7,0,NA,NA,0,3,10,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,11,0.451985123743057,15.3577661431065,0,0,0,4,1.57142857142857,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"373","DMA","Dominica",2020-03-27,11,0,0,11,0,NA,NA,1,3,10,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,11,0,15.3577661431065,0,0,0,0,1.57142857142857,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"374","DMA","Dominica",2020-03-28,11,0,0,11,0,NA,NA,1,4,10,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,11,0,15.3577661431065,0,0,0,0,1.57142857142857,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"375","DMA","Dominica",2020-03-29,11,0,0,11,0,NA,NA,1,4,10,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,11,0,15.3577661431065,0,0,0,0,1.42857142857143,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"376","DMA","Dominica",2020-03-30,11,0,0,11,0,NA,NA,1,4,11,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,11,0,15.3577661431065,0,0,0,0,1.28571428571429,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"377","DMA","Dominica",2020-03-31,12,0,0,11,0,NA,NA,2,4,11,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,12,0.0870113769896297,16.7539267015707,0,0,0,1,1.42857142857143,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"378","DMA","Dominica",2020-04-01,12,0,0,11,0,NA,NA,2,5,12,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,12,0,16.7539267015707,0,0,0,0,0.714285714285714,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"379","DMA","Dominica",2020-04-02,12,0,0,12,0,NA,NA,2,5,12,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,12,0,16.7539267015707,0,0,0,0,0.142857142857143,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"380","DMA","Dominica",2020-04-03,12,0,0,12,0,NA,NA,2,5,12,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,12,0,16.7539267015707,0,0,0,0,0.142857142857143,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"381","DMA","Dominica",2020-04-04,14,0,0,14,0,NA,NA,2,6,13,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,14,0.154150679827258,19.5462478184991,0,0,0,2,0.428571428571429,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"382","DMA","Dominica",2020-04-05,14,0,0,14,0,NA,NA,2,6,13,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,14,0,19.5462478184991,0,0,0,0,0.428571428571429,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
"383","DMA","Dominica",2020-04-06,15,0,1,14,0,NA,NA,3,6,13,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71625,750,95.5,NA,NA,6694.34637135228,2020-06-03 10:04:21,NA,NA,11.6,NA,NA,NA,63000,15.415,-61.371,14,0.0689928714869517,20.9424083769633,0,0,6.66666666666667,1,0.571428571428571,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State"
