"","country","iso3c","date","confirmed","deaths","recovered","soc_dist","mov_rest","pub_health","soc_econ","lockdown","gtrends_score","gtrends_country_score","region","income","population","land_area_skm","pop_density","pop_largest_city","life_expectancy","gdp_capita","timestamp"
"265","Barbados","BRB",2020-02-24,0,0,0,0,1,9,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"266","Barbados","BRB",2020-02-25,0,0,0,0,1,9,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"267","Barbados","BRB",2020-02-26,0,0,0,0,1,9,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"268","Barbados","BRB",2020-02-27,0,0,0,0,1,10,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"269","Barbados","BRB",2020-02-28,0,0,0,0,1,10,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"270","Barbados","BRB",2020-02-29,0,0,0,0,1,10,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"271","Barbados","BRB",2020-03-01,0,0,0,0,1,11,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"272","Barbados","BRB",2020-03-02,0,0,0,0,1,12,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"273","Barbados","BRB",2020-03-03,0,0,0,0,1,12,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"274","Barbados","BRB",2020-03-04,0,0,0,0,1,13,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"275","Barbados","BRB",2020-03-05,0,0,0,0,1,13,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"276","Barbados","BRB",2020-03-06,0,0,0,0,1,13,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"277","Barbados","BRB",2020-03-07,0,0,0,0,1,14,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"278","Barbados","BRB",2020-03-08,0,0,0,0,1,15,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"279","Barbados","BRB",2020-03-09,0,0,0,0,1,15,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"280","Barbados","BRB",2020-03-10,0,0,0,0,1,15,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"281","Barbados","BRB",2020-03-11,0,0,0,1,1,17,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"282","Barbados","BRB",2020-03-12,0,0,0,1,1,17,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"283","Barbados","BRB",2020-03-13,0,0,0,1,1,18,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"284","Barbados","BRB",2020-03-14,0,0,0,1,1,19,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"285","Barbados","BRB",2020-03-15,0,0,0,1,1,19,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"286","Barbados","BRB",2020-03-16,0,0,0,3,1,21,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"287","Barbados","BRB",2020-03-17,2,0,0,5,1,22,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"288","Barbados","BRB",2020-03-18,2,0,0,5,1,26,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"289","Barbados","BRB",2020-03-19,5,0,0,10,1,30,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"290","Barbados","BRB",2020-03-20,5,0,0,10,2,34,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"291","Barbados","BRB",2020-03-21,6,0,0,11,2,35,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"292","Barbados","BRB",2020-03-22,14,0,0,11,2,38,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"293","Barbados","BRB",2020-03-23,17,0,0,11,2,38,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"294","Barbados","BRB",2020-03-24,18,0,0,11,2,38,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"295","Barbados","BRB",2020-03-25,18,0,0,11,2,38,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"296","Barbados","BRB",2020-03-26,18,0,0,11,2,38,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"297","Barbados","BRB",2020-03-27,24,0,0,11,2,38,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"298","Barbados","BRB",2020-03-28,26,0,0,11,2,38,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"299","Barbados","BRB",2020-03-29,33,0,0,11,2,38,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"300","Barbados","BRB",2020-03-30,33,0,0,11,2,38,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"301","Barbados","BRB",2020-03-31,34,0,0,11,2,38,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"302","Barbados","BRB",2020-04-01,34,0,0,11,2,38,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"303","Barbados","BRB",2020-04-02,46,0,0,11,2,38,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"304","Barbados","BRB",2020-04-03,51,0,0,11,2,38,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"305","Barbados","BRB",2020-04-04,52,0,0,11,2,38,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"306","Barbados","BRB",2020-04-05,56,1,6,11,2,38,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"307","Barbados","BRB",2020-04-06,60,2,6,11,2,38,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"308","Barbados","BRB",2020-04-07,63,3,6,11,2,38,0,0,NA,NA,"Latin America & Caribbean ","High income",286641,430,666.606976744186,NA,78.981,16018.0411266686,2020-04-08 01:14:29
"309","Dominica","DMA",2020-01-22,0,0,0,0,0,0,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"310","Dominica","DMA",2020-01-23,0,0,0,0,0,0,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"311","Dominica","DMA",2020-01-24,0,0,0,0,0,1,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"312","Dominica","DMA",2020-01-25,0,0,0,0,0,1,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"313","Dominica","DMA",2020-01-26,0,0,0,0,0,1,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"314","Dominica","DMA",2020-01-27,0,0,0,0,0,1,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"315","Dominica","DMA",2020-01-28,0,0,0,0,0,1,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"316","Dominica","DMA",2020-01-29,0,0,0,0,0,2,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"317","Dominica","DMA",2020-01-30,0,0,0,0,0,2,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"318","Dominica","DMA",2020-01-31,0,0,0,0,0,2,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"319","Dominica","DMA",2020-02-01,0,0,0,0,0,2,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"320","Dominica","DMA",2020-02-02,0,0,0,0,0,2,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"321","Dominica","DMA",2020-02-03,0,0,0,0,0,2,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"322","Dominica","DMA",2020-02-04,0,0,0,0,0,2,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"323","Dominica","DMA",2020-02-05,0,0,0,0,0,2,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"324","Dominica","DMA",2020-02-06,0,0,0,0,0,2,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"325","Dominica","DMA",2020-02-07,0,0,0,0,0,2,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"326","Dominica","DMA",2020-02-08,0,0,0,0,0,2,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"327","Dominica","DMA",2020-02-09,0,0,0,0,0,2,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"328","Dominica","DMA",2020-02-10,0,0,0,0,0,2,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"329","Dominica","DMA",2020-02-11,0,0,0,0,0,3,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"330","Dominica","DMA",2020-02-12,0,0,0,0,0,3,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"331","Dominica","DMA",2020-02-13,0,0,0,0,0,3,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"332","Dominica","DMA",2020-02-14,0,0,0,0,0,3,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"333","Dominica","DMA",2020-02-15,0,0,0,0,0,4,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"334","Dominica","DMA",2020-02-16,0,0,0,0,0,4,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"335","Dominica","DMA",2020-02-17,0,0,0,0,0,4,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"336","Dominica","DMA",2020-02-18,0,0,0,0,0,4,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"337","Dominica","DMA",2020-02-19,0,0,0,0,0,4,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"338","Dominica","DMA",2020-02-20,0,0,0,0,0,4,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"339","Dominica","DMA",2020-02-21,0,0,0,0,0,4,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"340","Dominica","DMA",2020-02-22,0,0,0,0,0,4,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"341","Dominica","DMA",2020-02-23,0,0,0,0,0,4,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"342","Dominica","DMA",2020-02-24,0,0,0,0,0,4,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"343","Dominica","DMA",2020-02-25,0,0,0,0,0,4,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"344","Dominica","DMA",2020-02-26,0,0,0,0,0,4,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"345","Dominica","DMA",2020-02-27,0,0,0,0,0,4,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"346","Dominica","DMA",2020-02-28,0,0,0,0,0,4,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"347","Dominica","DMA",2020-02-29,0,0,0,0,0,4,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"348","Dominica","DMA",2020-03-01,0,0,0,0,0,4,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"349","Dominica","DMA",2020-03-02,0,0,0,0,0,4,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"350","Dominica","DMA",2020-03-03,0,0,0,0,0,4,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"351","Dominica","DMA",2020-03-04,0,0,0,0,0,4,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"352","Dominica","DMA",2020-03-05,0,0,0,0,1,4,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"353","Dominica","DMA",2020-03-06,0,0,0,0,1,6,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"354","Dominica","DMA",2020-03-07,0,0,0,0,1,6,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"355","Dominica","DMA",2020-03-08,0,0,0,0,1,6,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"356","Dominica","DMA",2020-03-09,0,0,0,0,1,6,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"357","Dominica","DMA",2020-03-10,0,0,0,0,1,6,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"358","Dominica","DMA",2020-03-11,0,0,0,0,1,6,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"359","Dominica","DMA",2020-03-12,0,0,0,0,1,6,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"360","Dominica","DMA",2020-03-13,0,0,0,0,1,7,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"361","Dominica","DMA",2020-03-14,0,0,0,0,1,7,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"362","Dominica","DMA",2020-03-15,0,0,0,0,1,7,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"363","Dominica","DMA",2020-03-16,0,0,0,0,1,7,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"364","Dominica","DMA",2020-03-17,0,0,0,0,1,7,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"365","Dominica","DMA",2020-03-18,0,0,0,0,1,7,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"366","Dominica","DMA",2020-03-19,0,0,0,0,1,7,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"367","Dominica","DMA",2020-03-20,0,0,0,0,1,8,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"368","Dominica","DMA",2020-03-21,0,0,0,0,1,8,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"369","Dominica","DMA",2020-03-22,1,0,0,0,1,8,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"370","Dominica","DMA",2020-03-23,2,0,0,0,1,8,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"371","Dominica","DMA",2020-03-24,2,0,0,0,1,8,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"372","Dominica","DMA",2020-03-25,7,0,0,0,2,9,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"373","Dominica","DMA",2020-03-26,11,0,0,0,3,10,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"374","Dominica","DMA",2020-03-27,11,0,0,0,3,10,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"375","Dominica","DMA",2020-03-28,11,0,0,0,3,10,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"376","Dominica","DMA",2020-03-29,11,0,0,0,3,10,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"377","Dominica","DMA",2020-03-30,11,0,0,0,3,10,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"378","Dominica","DMA",2020-03-31,12,0,0,0,3,10,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"379","Dominica","DMA",2020-04-01,12,0,0,0,3,10,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"380","Dominica","DMA",2020-04-02,12,0,0,0,3,10,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"381","Dominica","DMA",2020-04-03,12,0,0,0,3,10,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"382","Dominica","DMA",2020-04-04,14,0,0,0,3,10,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"383","Dominica","DMA",2020-04-05,14,0,0,0,3,10,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"384","Dominica","DMA",2020-04-06,15,0,1,0,3,10,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"385","Dominica","DMA",2020-04-07,15,0,1,0,3,10,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",71625,750,95.5,NA,NA,6694.34637135228,2020-04-08 01:14:29
"386","Grenada","GRD",2020-01-22,0,0,0,0,0,0,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",111454,340,327.805882352941,NA,72.388,9096.32995901451,2020-04-08 01:14:29
"387","Grenada","GRD",2020-01-23,0,0,0,0,0,0,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",111454,340,327.805882352941,NA,72.388,9096.32995901451,2020-04-08 01:14:29
"388","Grenada","GRD",2020-01-24,0,0,0,0,0,0,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",111454,340,327.805882352941,NA,72.388,9096.32995901451,2020-04-08 01:14:29
"389","Grenada","GRD",2020-01-25,0,0,0,0,0,0,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",111454,340,327.805882352941,NA,72.388,9096.32995901451,2020-04-08 01:14:29
"390","Grenada","GRD",2020-01-26,0,0,0,0,0,0,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",111454,340,327.805882352941,NA,72.388,9096.32995901451,2020-04-08 01:14:29
"391","Grenada","GRD",2020-01-27,0,0,0,0,0,0,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",111454,340,327.805882352941,NA,72.388,9096.32995901451,2020-04-08 01:14:29
"392","Grenada","GRD",2020-01-28,0,0,0,0,0,0,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",111454,340,327.805882352941,NA,72.388,9096.32995901451,2020-04-08 01:14:29
"393","Grenada","GRD",2020-01-29,0,0,0,0,0,0,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",111454,340,327.805882352941,NA,72.388,9096.32995901451,2020-04-08 01:14:29
"394","Grenada","GRD",2020-01-30,0,0,0,0,0,0,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",111454,340,327.805882352941,NA,72.388,9096.32995901451,2020-04-08 01:14:29
"395","Grenada","GRD",2020-01-31,0,0,0,0,0,0,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",111454,340,327.805882352941,NA,72.388,9096.32995901451,2020-04-08 01:14:29
"396","Grenada","GRD",2020-02-01,0,0,0,0,0,0,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",111454,340,327.805882352941,NA,72.388,9096.32995901451,2020-04-08 01:14:29
"397","Grenada","GRD",2020-02-02,0,0,0,0,0,0,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",111454,340,327.805882352941,NA,72.388,9096.32995901451,2020-04-08 01:14:29
"398","Grenada","GRD",2020-02-03,0,0,0,0,0,0,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",111454,340,327.805882352941,NA,72.388,9096.32995901451,2020-04-08 01:14:29
"399","Grenada","GRD",2020-02-04,0,0,0,0,0,0,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",111454,340,327.805882352941,NA,72.388,9096.32995901451,2020-04-08 01:14:29
"400","Grenada","GRD",2020-02-05,0,0,0,0,0,0,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",111454,340,327.805882352941,NA,72.388,9096.32995901451,2020-04-08 01:14:29
"401","Grenada","GRD",2020-02-06,0,0,0,0,0,0,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",111454,340,327.805882352941,NA,72.388,9096.32995901451,2020-04-08 01:14:29
"402","Grenada","GRD",2020-02-07,0,0,0,0,0,0,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",111454,340,327.805882352941,NA,72.388,9096.32995901451,2020-04-08 01:14:29
"403","Grenada","GRD",2020-02-08,0,0,0,0,0,0,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",111454,340,327.805882352941,NA,72.388,9096.32995901451,2020-04-08 01:14:29
"404","Grenada","GRD",2020-02-09,0,0,0,0,0,0,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",111454,340,327.805882352941,NA,72.388,9096.32995901451,2020-04-08 01:14:29
"405","Grenada","GRD",2020-02-10,0,0,0,0,0,0,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",111454,340,327.805882352941,NA,72.388,9096.32995901451,2020-04-08 01:14:29
"406","Grenada","GRD",2020-02-11,0,0,0,0,0,0,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",111454,340,327.805882352941,NA,72.388,9096.32995901451,2020-04-08 01:14:29
