"","country","iso3c","date","confirmed","deaths","recovered","soc_dist","mov_rest","pub_health","gov_soc_econ","lockdown","apple_mtr_driving","apple_mtr_walking","apple_mtr_transit","gcmr_retail_recreation","gcmr_grocery_pharmacy","gcmr_parks","gcmr_transit_stations","gcmr_workplaces","gcmr_residential","gtrends_score","gtrends_country_score","region","income","population","land_area_skm","pop_density","pop_largest_city","life_expectancy","gdp_capita","timestamp","pop_0_14_2018","pop_15_64_2018","pop_65_over_2018","lat","long","popup","economy","oecs","confirmed_logratio","confirmed_per_100k","deaths_per_100k","mortality_rate","recovery_rate"
"202","Belize","BLZ",2020-01-31,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"203","Belize","BLZ",2020-02-01,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"204","Belize","BLZ",2020-02-02,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"205","Belize","BLZ",2020-02-03,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"206","Belize","BLZ",2020-02-04,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"207","Belize","BLZ",2020-02-05,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"208","Belize","BLZ",2020-02-06,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"209","Belize","BLZ",2020-02-07,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"210","Belize","BLZ",2020-02-08,0,0,0,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"211","Belize","BLZ",2020-02-09,0,0,0,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"212","Belize","BLZ",2020-02-10,0,0,0,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"213","Belize","BLZ",2020-02-11,0,0,0,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"214","Belize","BLZ",2020-02-12,0,0,0,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"215","Belize","BLZ",2020-02-13,0,0,0,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"216","Belize","BLZ",2020-02-14,0,0,0,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"217","Belize","BLZ",2020-02-15,0,0,0,0,1,2,0,0,NA,NA,NA,0.1,0.04,0.18,0.19,0.04,-0.02,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"218","Belize","BLZ",2020-02-16,0,0,0,0,1,2,0,0,NA,NA,NA,0.08,0.01,0.11,0.16,0.01,-0.02,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"219","Belize","BLZ",2020-02-17,0,0,0,0,1,2,0,0,NA,NA,NA,0.03,-0.02,0.05,0.07,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"220","Belize","BLZ",2020-02-18,0,0,0,0,1,2,0,0,NA,NA,NA,0.04,-0.01,0.13,0.05,0,0,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"221","Belize","BLZ",2020-02-19,0,0,0,0,1,2,0,0,NA,NA,NA,0,-0.05,0.07,0.04,0.03,0,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"222","Belize","BLZ",2020-02-20,0,0,0,0,1,2,0,0,NA,NA,NA,0.03,0.01,0.3,0.1,-0.12,0.03,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"223","Belize","BLZ",2020-02-21,0,0,0,0,1,2,0,0,NA,NA,NA,0,-0.02,0.07,0.02,0.03,0,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"224","Belize","BLZ",2020-02-22,0,0,0,0,1,2,0,0,NA,NA,NA,0,0.01,0.1,0.1,0.02,0,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"225","Belize","BLZ",2020-02-23,0,0,0,0,1,2,0,0,NA,NA,NA,0.05,0.01,0.18,0.18,0.01,-0.01,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"226","Belize","BLZ",2020-02-24,0,0,0,0,1,2,0,0,NA,NA,NA,0.03,-0.01,0.03,0.05,0.01,0.01,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"227","Belize","BLZ",2020-02-25,0,0,0,0,1,3,0,0,NA,NA,NA,0.01,0,0.09,0.1,0.02,0,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"228","Belize","BLZ",2020-02-26,0,0,0,0,1,3,0,0,NA,NA,NA,0.01,-0.01,-0.01,0.07,0.03,0,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"229","Belize","BLZ",2020-02-27,0,0,0,0,1,3,0,0,NA,NA,NA,0,0.05,-0.02,0.08,0,0.01,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"230","Belize","BLZ",2020-02-28,0,0,0,0,1,4,0,0,NA,NA,NA,0.08,0.03,0.08,0.09,0.02,-0.01,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"231","Belize","BLZ",2020-02-29,0,0,0,0,1,4,0,0,NA,NA,NA,0.06,0.07,0.28,0.19,0.05,-0.02,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"232","Belize","BLZ",2020-03-01,0,0,0,0,1,4,0,0,NA,NA,NA,0.04,0.03,0.03,0.16,0,-0.01,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"233","Belize","BLZ",2020-03-02,0,0,0,0,1,4,0,0,NA,NA,NA,0.08,0.01,0.12,0.09,0.02,0,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"234","Belize","BLZ",2020-03-03,0,0,0,0,1,4,0,0,NA,NA,NA,0.01,0,0.02,0.04,0.02,0,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"235","Belize","BLZ",2020-03-04,0,0,0,0,1,4,0,0,NA,NA,NA,0.01,0.01,0.1,0.09,0.04,0.01,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"236","Belize","BLZ",2020-03-05,0,0,0,0,1,4,0,0,NA,NA,NA,0.04,0.07,0.17,0.12,0.02,0,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"237","Belize","BLZ",2020-03-06,0,0,0,0,1,4,0,0,NA,NA,NA,0,0.02,0.2,0.04,-0.01,0,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"238","Belize","BLZ",2020-03-07,0,0,0,0,1,4,0,0,NA,NA,NA,-0.01,0.03,0.26,0.1,-0.01,-0.01,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"239","Belize","BLZ",2020-03-08,0,0,0,0,1,4,0,0,NA,NA,NA,0.02,0.04,-0.02,0.02,-0.04,0,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"240","Belize","BLZ",2020-03-09,0,0,0,0,1,4,0,0,NA,NA,NA,-0.21,-0.25,0.1,-0.26,-0.62,0.12,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"241","Belize","BLZ",2020-03-10,0,0,0,0,1,4,0,0,NA,NA,NA,0.01,0.07,0.03,0.09,0.03,-0.01,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"242","Belize","BLZ",2020-03-11,0,0,0,0,1,7,0,0,NA,NA,NA,0,0.06,0.1,0.05,0.04,0,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"243","Belize","BLZ",2020-03-12,0,0,0,0,1,7,0,0,NA,NA,NA,0.03,0.25,0.15,0.07,0.01,0,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"244","Belize","BLZ",2020-03-13,0,0,0,0,1,8,0,0,NA,NA,NA,0.05,0.27,0.11,0.03,0.03,-0.01,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"245","Belize","BLZ",2020-03-14,0,0,0,0,1,9,0,0,NA,NA,NA,0.03,0.22,0.1,0.08,0.04,0,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"246","Belize","BLZ",2020-03-15,0,0,0,0,2,12,0,0,NA,NA,NA,-0.05,0.05,0.02,-0.02,-0.01,0.01,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"247","Belize","BLZ",2020-03-16,0,0,0,2,4,12,1,0,NA,NA,NA,-0.03,0.09,-0.05,-0.06,0.01,0.01,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"248","Belize","BLZ",2020-03-17,0,0,0,2,4,12,1,0,NA,NA,NA,-0.09,0.08,-0.1,-0.08,-0.01,0.02,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"249","Belize","BLZ",2020-03-18,0,0,0,2,4,12,1,0,NA,NA,NA,-0.1,0.06,-0.19,-0.11,0,0.03,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"250","Belize","BLZ",2020-03-19,0,0,0,2,4,12,1,0,NA,NA,NA,-0.1,0.17,-0.03,-0.12,-0.04,0.03,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"251","Belize","BLZ",2020-03-20,0,0,0,3,4,12,1,0,NA,NA,NA,-0.07,0.31,-0.06,-0.12,-0.03,0.03,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"252","Belize","BLZ",2020-03-21,0,0,0,3,5,12,1,0,NA,NA,NA,-0.14,0.24,-0.03,-0.11,-0.07,0.05,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"253","Belize","BLZ",2020-03-22,0,0,0,3,5,12,1,0,NA,NA,NA,-0.38,-0.13,-0.25,-0.27,-0.17,0.07,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,0","Service Based","Non-OECS Member State",NA,0,0,NA,NA
"254","Belize","BLZ",2020-03-23,1,0,0,3,6,12,1,0,NA,NA,NA,-0.22,0.15,-0.22,-0.29,-0.3,0.11,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,1","Service Based","Non-OECS Member State",Inf,0.261048212994458,0,0,0
"255","Belize","BLZ",2020-03-24,1,0,0,3,6,12,1,0,NA,NA,NA,-0.42,-0.16,-0.33,-0.54,-0.43,0.17,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,1","Service Based","Non-OECS Member State",0,0.261048212994458,0,0,0
"256","Belize","BLZ",2020-03-25,2,0,0,3,6,12,1,0,NA,NA,NA,-0.44,-0.11,-0.39,-0.6,-0.45,0.18,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,2","Service Based","Non-OECS Member State",0.693147180559945,0.522096425988916,0,0,0
"257","Belize","BLZ",2020-03-26,2,0,0,3,6,12,1,0,NA,NA,NA,-0.54,-0.37,-0.38,-0.62,-0.49,0.2,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,2","Service Based","Non-OECS Member State",0,0.522096425988916,0,0,0
"258","Belize","BLZ",2020-03-27,2,0,0,3,6,12,1,0,NA,NA,NA,-0.53,-0.34,-0.33,-0.64,-0.46,0.21,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,2","Service Based","Non-OECS Member State",0,0.522096425988916,0,0,0
"259","Belize","BLZ",2020-03-28,2,0,0,3,6,12,1,0,NA,NA,NA,-0.57,-0.4,-0.36,-0.65,-0.42,0.16,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,2","Service Based","Non-OECS Member State",0,0.522096425988916,0,0,0
"260","Belize","BLZ",2020-03-29,2,0,0,3,6,12,1,0,NA,NA,NA,-0.63,-0.49,-0.38,-0.68,-0.42,0.13,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,2","Service Based","Non-OECS Member State",0,0.522096425988916,0,0,0
"261","Belize","BLZ",2020-03-30,3,0,0,3,6,12,1,0,NA,NA,NA,-0.47,-0.29,-0.36,-0.62,-0.5,0.2,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,3","Service Based","Non-OECS Member State",0.405465108108164,0.783144638983374,0,0,0
"262","Belize","BLZ",2020-03-31,3,0,0,3,6,12,1,0,NA,NA,NA,-0.43,-0.2,-0.36,-0.6,-0.5,0.18,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,3","Service Based","Non-OECS Member State",0,0.783144638983374,0,0,0
"263","Belize","BLZ",2020-04-01,3,0,0,3,6,12,1,0,NA,NA,NA,-0.46,-0.2,-0.38,-0.61,-0.53,0.19,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,3","Service Based","Non-OECS Member State",0,0.783144638983374,0,0,0
"264","Belize","BLZ",2020-04-02,3,0,0,3,6,12,1,0,NA,NA,NA,-0.67,-0.5,-0.52,-0.75,-0.64,0.26,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,3","Service Based","Non-OECS Member State",0,0.783144638983374,0,0,0
"265","Belize","BLZ",2020-04-03,4,0,0,3,6,12,1,0,NA,NA,NA,-0.68,-0.47,-0.55,-0.75,-0.62,0.28,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,4","Service Based","Non-OECS Member State",0.287682072451781,1.04419285197783,0,0,0
"266","Belize","BLZ",2020-04-04,4,0,0,3,6,12,1,0,NA,NA,NA,-0.74,-0.51,-0.56,-0.78,-0.57,0.22,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,4","Service Based","Non-OECS Member State",0,1.04419285197783,0,0,0
"267","Belize","BLZ",2020-04-05,5,0,0,3,6,12,1,0,NA,NA,NA,-0.76,-0.64,-0.63,-0.82,-0.57,NA,NA,NA,"Latin America & Caribbean ","Upper middle income",383071,22810,16.7939938623411,NA,74.496,4248.99905543377,2020-04-27 17:15:48,30.2797653698662,64.9837758535624,4.73645877657144,"17.2534","-88.7713","Belize,5","Service Based","Non-OECS Member State",0.22314355131421,1.30524106497229,0,0,0
